date,mkt_rf,rf,,mkt_rf,rf,,
,,,198106,-2.36,1.35,198106,
,,,198107,-1.54,1.24,198107,
,,,198108,-7.04,1.28,198108,
,,,198109,-7.17,1.24,198109,
,,,198110,4.92,1.21,198110,
,,,198111,3.36,1.07,198111,
,,,198112,-3.65,0.87,198112,
,,,198201,-3.24,0.8,198201,
,,,198202,-5.86,0.92,198202,
,,,198203,-1.87,0.98,198203,
,,,198204,3.27,1.13,198204,
,,,198205,-3.99,1.06,198205,
,,,198206,-3.09,0.96,198206,
,,,198207,-3.19,1.05,198207,
,,,198208,11.14,0.76,198208,
,,,198209,1.29,0.51,198209,
,,,198210,11.3,0.59,198210,
,,,198211,4.67,0.63,198211,
,,,198212,0.55,0.67,198212,
,,,198301,3.6,0.69,198301,
,,,198302,2.59,0.62,198302,
,,,198303,2.82,0.63,198303,
,,,198304,6.67,0.71,198304,
,,,198305,0.52,0.69,198305,
,,,198306,3.07,0.67,198306,
,,,198307,-4.07,0.74,198307,
,,,198308,-0.5,0.76,198308,
,,,198309,0.91,0.76,198309,
,,,198310,-3.44,0.76,198310,
,,,198311,2.16,0.7,198311,
,,,198312,-1.78,0.73,198312,
,,,198401,-1.92,0.76,198401,
,,,198402,-4.82,0.71,198402,
,,,198403,0.63,0.73,198403,
,,,198404,-0.51,0.81,198404,
,,,198405,-5.97,0.78,198405,
,,,198406,1.82,0.75,198406,
,,,198407,-2.74,0.82,198407,
,,,198408,10.28,0.83,198408,
,,,198409,-0.8,0.86,198409,
,,,198410,-0.84,1,198410,
,,,198411,-1.76,0.73,198411,
,,,198412,1.84,0.64,198412,
,,,198501,7.99,0.65,198501,
,,,198502,1.22,0.58,198502,
,,,198503,-0.84,0.62,198503,
,,,198504,-0.96,0.72,198504,
,,,198505,5.09,0.66,198505,
,,,198506,1.27,0.55,198506,
,,,198507,-0.74,0.62,198507,
,,,198508,-1.02,0.55,198508,
,,,198509,-4.54,0.6,198509,
,,,198510,4.02,0.65,198510,
,,,198511,6.48,0.61,198511,
,,,198512,3.88,0.65,198512,
,,,198601,0.65,0.56,198601,
,,,198602,7.13,0.53,198602,
,,,198603,4.88,0.6,198603,
,,,198604,-1.31,0.52,198604,
,,,198605,4.62,0.49,198605,
,,,198606,1.03,0.52,198606,
,,,198607,-6.45,0.52,198607,
,,,198608,6.07,0.46,198608,
,,,198609,-8.6,0.45,198609,
,,,198610,4.66,0.46,198610,
,,,198611,1.17,0.39,198611,
,,,198612,-3.27,0.49,198612,
,,,198701,12.47,0.42,198701,
,,,198702,4.39,0.43,198702,
,,,198703,1.64,0.47,198703,
,,,198704,-2.11,0.44,198704,
,,,198705,0.11,0.38,198705,
,,,198706,3.94,0.48,198706,
,,,198707,3.85,0.46,198707,
,,,198708,3.52,0.47,198708,
,,,198709,-2.59,0.45,198709,
,,,198710,-23.24,0.6,198710,
,,,198711,-7.77,0.35,198711,
,,,198712,6.81,0.39,198712,
,,,198801,4.21,0.29,198801,
,,,198802,4.75,0.46,198802,
,,,198803,-2.27,0.44,198803,
,,,198804,0.56,0.46,198804,
,,,198805,-0.29,0.51,198805,
,,,198806,4.79,0.49,198806,
,,,198807,-1.25,0.51,198807,
,,,198808,-3.31,0.59,198808,
,,,198809,3.3,0.62,198809,
,,,198810,1.15,0.61,198810,
,,,198811,-2.29,0.57,198811,
,,,198812,1.49,0.63,198812,
,,,198901,6.1,0.55,198901,
,,,198902,-2.25,0.61,198902,
,,,198903,1.57,0.67,198903,
,,,198904,4.33,0.67,198904,
,,,198905,3.35,0.79,198905,
,,,198906,-1.35,0.71,198906,
,,,198907,7.2,0.7,198907,
,,,198908,1.44,0.74,198908,
,,,198909,-0.76,0.65,198909,
,,,198910,-3.67,0.68,198910,
,,,198911,1.03,0.69,198911,
,,,198912,1.16,0.61,198912,
,,,199001,-7.85,0.57,199001,
,,,199002,1.11,0.57,199002,
,,,199003,1.83,0.64,199003,
,,,199004,-3.36,0.69,199004,
,,,199005,8.42,0.68,199005,
,,,199006,-1.09,0.63,199006,
,,,199007,-1.9,0.68,199007,
,,,199008,-10.15,0.66,199008,
,,,199009,-6.12,0.6,199009,
,,,199010,-1.92,0.68,199010,
,,,199011,6.35,0.57,199011,
,,,199012,2.46,0.6,199012,
,,,199101,4.69,0.52,199101,
,,,199102,7.19,0.48,199102,
,,,199103,2.65,0.44,199103,
,,,199104,-0.28,0.53,199104,
,,,199105,3.65,0.47,199105,
,,,199106,-4.94,0.42,199106,
,,,199107,4.24,0.49,199107,
,,,199108,2.32,0.46,199108,
,,,199109,-1.59,0.46,199109,
,,,199110,1.29,0.42,199110,
,,,199111,-4.19,0.39,199111,
,,,199112,10.84,0.38,199112,
,,,199201,-0.59,0.34,199201,
,,,199202,1.09,0.28,199202,
,,,199203,-2.66,0.34,199203,
,,,199204,1.07,0.32,199204,
,,,199205,0.3,0.28,199205,
,,,199206,-2.34,0.32,199206,
,,,199207,3.77,0.31,199207,
,,,199208,-2.38,0.26,199208,
,,,199209,1.19,0.26,199209,
,,,199210,1.02,0.23,199210,
,,,199211,4.13,0.23,199211,
,,,199212,1.53,0.28,199212,
,,,199301,0.93,0.23,199301,
,,,199302,0.12,0.22,199302,
,,,199303,2.3,0.25,199303,
,,,199304,-3.05,0.24,199304,
,,,199305,2.89,0.22,199305,
,,,199306,0.31,0.25,199306,
,,,199307,-0.34,0.24,199307,
,,,199308,3.71,0.25,199308,
,,,199309,-0.12,0.26,199309,
,,,199310,1.41,0.22,199310,
,,,199311,-1.89,0.25,199311,
,,,199312,1.65,0.23,199312,
,,,199401,2.87,0.25,199401,
,,,199402,-2.55,0.21,199402,
,,,199403,-4.78,0.27,199403,
,,,199404,0.68,0.27,199404,
,,,199405,0.58,0.31,199405,
,,,199406,-3.03,0.31,199406,
,,,199407,2.82,0.28,199407,
,,,199408,4.01,0.37,199408,
,,,199409,-2.31,0.37,199409,
,,,199410,1.34,0.38,199410,
,,,199411,-4.04,0.37,199411,
,,,199412,0.86,0.44,199412,
,,,199501,1.8,0.42,199501,
,,,199502,3.63,0.4,199502,
,,,199503,2.19,0.46,199503,
,,,199504,2.11,0.44,199504,
,,,199505,2.9,0.54,199505,
,,,199506,2.72,0.47,199506,
,,,199507,3.72,0.45,199507,
,,,199508,0.55,0.47,199508,
,,,199509,3.35,0.43,199509,
,,,199510,-1.52,0.47,199510,
,,,199511,3.96,0.42,199511,
,,,199512,1.03,0.49,199512,
,,,199601,2.26,0.43,199601,
,,,199602,1.33,0.39,199602,
,,,199603,0.73,0.39,199603,
,,,199604,2.06,0.46,199604,
,,,199605,2.36,0.42,199605,
,,,199606,-1.14,0.4,199606,
,,,199607,-5.97,0.45,199607,
,,,199608,2.77,0.41,199608,
,,,199609,5.01,0.44,199609,
,,,199610,0.86,0.42,199610,
,,,199611,6.25,0.41,199611,
,,,199612,-1.7,0.46,199612,
,,,199701,4.99,0.45,199701,
,,,199702,-0.49,0.39,199702,
,,,199703,-5.03,0.43,199703,
,,,199704,4.04,0.43,199704,
,,,199705,6.74,0.49,199705,
,,,199706,4.1,0.37,199706,
,,,199707,7.33,0.43,199707,
,,,199708,-4.15,0.41,199708,
,,,199709,5.35,0.44,199709,
,,,199710,-3.8,0.42,199710,
,,,199711,2.98,0.39,199711,
,,,199712,1.32,0.48,199712,
,,,199801,0.15,0.43,199801,
,,,199802,7.04,0.39,199802,
,,,199803,4.76,0.39,199803,
,,,199804,0.73,0.43,199804,
,,,199805,-3.07,0.4,199805,
,,,199806,3.18,0.41,199806,
,,,199807,-2.46,0.4,199807,
,,,199808,-16.08,0.43,199808,
,,,199809,6.15,0.46,199809,
,,,199810,7.13,0.32,199810,
,,,199811,6.1,0.31,199811,
,,,199812,6.16,0.38,199812,
,,,199901,3.5,0.35,199901,
,,,199902,-4.08,0.35,199902,
,,,199903,3.45,0.43,199903,
,,,199904,4.33,0.37,199904,
,,,199905,-2.46,0.34,199905,
,,,199906,4.77,0.4,199906,
,,,199907,-3.49,0.38,199907,
,,,199908,-1.38,0.39,199908,
,,,199909,-2.79,0.39,199909,
,,,199910,6.12,0.39,199910,
,,,199911,3.37,0.36,199911,
,,,199912,7.72,0.44,199912,
,,,200001,-4.74,0.41,200001,
,,,200002,2.45,0.43,200002,
,,,200003,5.2,0.47,200003,
,,,200004,-6.4,0.46,200004,
,,,200005,-4.42,0.5,200005,
,,,200006,4.64,0.4,200006,
,,,200007,-2.51,0.48,200007,
,,,200008,7.03,0.5,200008,
,,,200009,-5.45,0.51,200009,
,,,200010,-2.76,0.56,200010,
,,,200011,-10.72,0.51,200011,
,,,200012,1.19,0.5,200012,
,,,200101,3.13,0.54,200101,
,,,200102,-10.05,0.38,200102,
,,,200103,-7.26,0.42,200103,
,,,200104,7.94,0.39,200104,
,,,200105,0.72,0.32,200105,
,,,200106,-1.94,0.28,200106,
,,,200107,-2.13,0.3,200107,
,,,200108,-6.46,0.31,200108,
,,,200109,-9.25,0.28,200109,
,,,200110,2.46,0.22,200110,
,,,200111,7.54,0.17,200111,
,,,200112,1.6,0.15,200112,
,,,200201,-1.44,0.14,200201,
,,,200202,-2.29,0.13,200202,
,,,200203,4.24,0.13,200203,
,,,200204,-5.2,0.15,200204,
,,,200205,-1.38,0.14,200205,
,,,200206,-7.21,0.13,200206,
,,,200207,-8.18,0.15,200207,
,,,200208,0.5,0.14,200208,
,,,200209,-10.35,0.14,200209,
,,,200210,7.84,0.14,200210,
,,,200211,5.96,0.12,200211,
,,,200212,-5.76,0.11,200212,
,,,200301,-2.57,0.1,200301,
,,,200302,-1.88,0.09,200302,
,,,200303,1.09,0.1,200303,
,,,200304,8.22,0.1,200304,
,,,200305,6.05,0.09,200305,
,,,200306,1.42,0.1,200306,
,,,200307,2.35,0.07,200307,
,,,200308,2.34,0.07,200308,
,,,200309,-1.24,0.08,200309,
,,,200310,6.08,0.07,200310,
,,,200311,1.35,0.07,200311,
,,,200312,4.29,0.08,200312,
,,,200401,2.15,0.07,200401,
,,,200402,1.4,0.06,200402,
,,,200403,-1.32,0.09,200403,
,,,200404,-1.83,0.08,200404,
,,,200405,1.17,0.06,200405,
,,,200406,1.86,0.08,200406,
,,,200407,-4.06,0.1,200407,
,,,200408,0.08,0.11,200408,
,,,200409,1.6,0.11,200409,
,,,200410,1.43,0.11,200410,
,,,200411,4.54,0.15,200411,
,,,200412,3.43,0.16,200412,
,,,200501,-2.76,0.16,200501,
,,,200502,1.89,0.16,200502,
,,,200503,-1.97,0.21,200503,
,,,200504,-2.61,0.21,200504,
,,,200505,3.65,0.24,200505,
,,,200506,0.57,0.23,200506,
,,,200507,3.92,0.24,200507,
,,,200508,-1.22,0.3,200508,
,,,200509,0.49,0.29,200509,
,,,200510,-2.02,0.27,200510,
,,,200511,3.61,0.31,200511,
,,,200512,-0.25,0.32,200512,
,,,200601,3.04,0.35,200601,
,,,200602,-0.3,0.34,200602,
,,,200603,1.46,0.37,200603,
,,,200604,0.73,0.36,200604,
,,,200605,-3.57,0.43,200605,
,,,200606,-0.35,0.4,200606,
,,,200607,-0.78,0.4,200607,
,,,200608,2.03,0.42,200608,
,,,200609,1.84,0.41,200609,
,,,200610,3.23,0.41,200610,
,,,200611,1.71,0.42,200611,
,,,200612,0.87,0.4,200612,
,,,200701,1.4,0.44,200701,
,,,200702,-1.96,0.38,200702,
,,,200703,0.68,0.43,200703,
,,,200704,3.49,0.44,200704,
,,,200705,3.24,0.41,200705,
,,,200706,-1.96,0.4,200706,
,,,200707,-3.73,0.4,200707,
,,,200708,0.92,0.42,200708,
,,,200709,3.22,0.32,200709,
,,,200710,1.8,0.32,200710,
,,,200711,-4.83,0.34,200711,
,,,200712,-0.87,0.27,200712,
,,,200801,-6.36,0.21,200801,
,,,200802,-3.09,0.13,200802,
,,,200803,-0.93,0.17,200803,
,,,200804,4.6,0.18,200804,
,,,200805,1.86,0.18,200805,
,,,200806,-8.44,0.17,200806,
,,,200807,-0.77,0.15,200807,
,,,200808,1.53,0.13,200808,
,,,200809,-9.24,0.15,200809,
,,,200810,-17.23,0.08,200810,
,,,200811,-7.86,0.03,200811,
,,,200812,1.74,0,200812,
,,,200901,-8.12,0,200901,
,,,200902,-10.1,0.01,200902,
,,,200903,8.95,0.02,200903,
,,,200904,10.18,0.01,200904,
,,,200905,5.21,0,200905,
,,,200906,0.43,0.01,200906,
,,,200907,7.72,0.01,200907,
,,,200908,3.33,0.01,200908,
,,,200909,4.08,0.01,200909,
,,,200910,-2.59,0,200910,
,,,200911,5.56,0,200911,
,,,200912,2.75,0.01,200912,
,,,201001,-3.36,0,201001,
,,,201002,3.4,0,201002,
,,,201003,6.31,0.01,201003,
,,,201004,2,0.01,201004,
,,,201005,-7.89,0.01,201005,
,,,201006,-5.57,0.01,201006,
,,,201007,6.93,0.01,201007,
,,,201008,-4.77,0.01,201008,
,,,201009,9.54,0.01,201009,
,,,201010,3.88,0.01,201010,
,,,201011,0.6,0.01,201011,
,,,201012,6.82,0.01,201012,
,,,201101,1.99,0.01,201101,
,,,201102,3.49,0.01,201102,
,,,201103,0.46,0.01,201103,
,,,201104,2.9,0,201104,
,,,201105,-1.27,0,201105,
,,,201106,-1.75,0,201106,
,,,201107,-2.35,0,201107,
,,,201108,-5.99,0.01,201108,
,,,201109,-7.59,0,201109,
,,,201110,11.35,0,201110,
,,,201111,-0.28,0,201111,
,,,201112,0.74,0,201112,
,,,201201,5.05,0,201201,
,,,201202,4.42,0,201202,
,,,201203,3.11,0,201203,
,,,201204,-0.85,0,201204,
,,,201205,-6.19,0.01,201205,
,,,201206,3.89,0,201206,
,,,201207,0.79,0,201207,
,,,201208,2.55,0.01,201208,
,,,201209,2.73,0.01,201209,
,,,201210,-1.76,0.01,201210,
,,,201211,0.78,0.01,201211,
,,,201212,1.18,0.01,201212,
,,,201301,5.57,0,201301,
,,,201302,1.29,0,201302,
,,,201303,4.03,0,201303,
,,,201304,1.55,0,201304,
,,,201305,2.8,0,201305,
,,,201306,-1.2,0,201306,
,,,201307,5.65,0,201307,
,,,201308,-2.71,0,201308,
,,,201309,3.77,0,201309,
,,,201310,4.18,0,201310,
,,,201311,3.13,0,201311,
,,,201312,2.81,0,201312,
,,,201401,-3.32,0,201401,
,,,201402,4.65,0,201402,
,,,201403,0.43,0,201403,
,,,201404,-0.19,0,201404,
,,,201405,2.06,0,201405,
,,,201406,2.61,0,201406,
,,,201407,-2.04,0,201407,
,,,201408,4.24,0,201408,
,,,201409,-1.97,0,201409,
,,,201410,2.52,0,201410,
,,,201411,2.55,0,201411,
,,,201412,-0.06,0,201412,
,,,201501,-3.11,0,201501,
,,,201502,6.13,0,201502,
,,,201503,-1.12,0,201503,
,,,201504,0.59,0,201504,
,,,201505,1.36,0,201505,
,,,201506,-1.53,0,201506,
,,,201507,1.54,0,201507,
,,,201508,-6.04,0,201508,
,,,201509,-3.07,0,201509,
,,,201510,7.75,0,201510,
,,,201511,0.57,0,201511,
,,,201512,-2.17,0.01,201512,
,,,201601,-5.77,0.01,201601,
,,,201602,-0.07,0.02,201602,
,,,201603,6.96,0.02,201603,
,,,201604,0.91,0.01,201604,
,,,201605,1.78,0.01,201605,
,,,201606,-0.05,0.02,201606,
,,,201607,3.95,0.02,201607,
,,,201608,0.49,0.02,201608,
,,,201609,0.25,0.02,201609,
,,,201610,-2.02,0.02,201610,
,,,201611,4.86,0.01,201611,
,,,201612,1.82,0.03,201612,
,,,201701,1.94,0.04,201701,
,,,201702,3.57,0.04,201702,
,,,201703,0.17,0.03,201703,
,,,201704,1.09,0.05,201704,
,,,201705,1.06,0.06,201705,
,,,201706,0.78,0.06,201706,
,,,201707,1.87,0.07,201707,
,,,201708,0.16,0.09,201708,
,,,201709,2.51,0.09,201709,
,,,201710,2.25,0.09,201710,
,,,201711,3.12,0.08,201711,
,,,201712,1.06,0.09,201712,
,,,201801,5.57,0.12,201801,
,,,201802,-3.65,0.11,201802,
,,,201803,-2.35,0.11,201803,
,,,201804,0.29,0.14,201804,
,,,201805,2.65,0.14,201805,
,,,201806,0.48,0.14,201806,
,,,201807,3.19,0.16,201807,
,,,201808,3.44,0.16,201808,
,,,201809,0.06,0.15,201809,
,,,201810,-7.68,0.19,201810,
,,,201811,1.69,0.18,201811,
,,,201812,-9.57,0.2,201812,
,,,201901,8.4,0.21,201901,
,,,201902,3.4,0.18,201902,
,,,201903,1.1,0.19,201903,
,,,201904,3.97,0.21,201904,
,,,201905,-6.94,0.21,201905,
,,,201906,6.93,0.18,201906,
,,,201907,1.19,0.19,201907,
,,,201908,-2.58,0.16,201908,
,,,201909,1.43,0.18,201909,
,,,201910,2.06,0.16,201910,
,,,201911,3.88,0.12,201911,
,,,201912,2.77,0.14,201912,
,,,202001,-0.11,0.13,202001,
,,,202002,-8.13,0.12,202002,
,,,202003,-13.39,0.13,202003,
,,,202004,13.65,0,202004,
,,,202005,5.58,0.01,202005,
,,,202006,2.46,0.01,202006,
,,,202007,5.77,0.01,202007,
,,,202008,7.63,0.01,202008,
,,,202009,-3.63,0.01,202009,
,,,202010,-2.1,0.01,202010,
,,,202011,12.47,0.01,202011,
,,,202012,4.63,0.01,202012,
,,,202101,-0.03,0.01,202101,
,,,202102,2.78,0,202102,
,,,202103,3.08,0,202103,
,,,202104,4.93,0,202104,
,,,202105,0.29,0,202105,
,,,202106,2.75,0,202106,
,,,202107,1.27,0,202107,
,,,202108,2.91,0,202108,
,,,202109,-4.37,0,202109,
,,,202110,6.65,0,202110,
,,,202111,-1.55,0,202111,
,,,202112,3.1,0.01,202112,
,,,202201,-6.25,0,202201,
,,,202202,-2.29,0,202202,
,,,202203,3.06,0.01,202203,
,,,202204,-9.46,0.01,202204,
,,,202205,-0.34,0.03,202205,
,,,202206,-8.44,0.06,202206,
,,,202207,9.57,0.08,202207,
,,,202208,-3.77,0.19,202208,
,,,202209,-9.35,0.19,202209,
,,,202210,7.83,0.23,202210,
,,,202211,4.61,0.29,202211,
,,,202212,-6.41,0.33,202212,
,,,202301,6.64,0.35,202301,
,,,202302,-2.59,0.34,202302,
,,,202303,2.51,0.36,202303,
,,,202304,0.61,0.35,202304,
,,,202305,0.35,0.36,202305,
,,,202306,6.47,0.4,202306,
,,,202307,3.21,0.45,202307,
,,,202308,-2.39,0.45,202308,
,,,202309,-5.24,0.43,202309,
,,,202310,-3.18,0.47,202310,
,,,202311,8.83,0.44,202311,
,,,202312,4.87,0.43,202312,
,,,202401,0.7,0.47,202401,
,,,202402,5.07,0.42,202402,
,,,202403,2.83,0.43,202403,
,,,202404,-4.67,0.47,202404,
,,,202405,4.34,0.44,202405,
,,,202406,2.77,0.41,202406,
,,,202407,1.24,0.45,202407,
,,,202408,1.61,0.48,202408,
,,,202409,1.74,0.4,202409,
,,,202410,-0.97,0.39,202410,
,,,202411,6.51,0.4,202411,
,,,202412,-3.17,0.37,202412,
